CustomerID,InvoiceNo,Quantity,UnitPrice,Country,InvoiceDate,StockCode,Description,Category,Product,Sales,Revenue,DiscountPct,Cost,Profit,Region,PaymentMethod,OrderStatus,CustomerType,SalesChannel,QuantityUnit
59978,536743,4.0,0.57,Spain,2025-02-17,92808,Keyboard,Beauty,Keyboard,2.28,2.28,23.87,0.99,0.52,East,Cash,Completed,Returning,Online,pcs
72942,536744,5.0,241.54,United Kingdom,2025-11-09,61438,Webcam,Grocery,Webcam,1207.7,1207.7,9.69,937.26,385.39,South,Cash,Completed,New,Online,pcs
88981,536745,8.0,222.13,United Kingdom,2025-07-21,55468,Desk,Grocery,Desk,1777.04,1777.04,1.31,1065.86,587.02,North,Cash,Completed,New,Online,pcs
33189,536746,3.0,152.61,Spain,2025-09-24,65526,Tea,Grocery,Tea,457.83,457.83,5.61,241.61,190.06,West,Cash,Completed,Returning,Marketplace,pcs
68301,536747,5.0,67.66,Spain,2026-01-09,36770,Mouse,Beauty,Mouse,338.3,338.3,1.14,149.75,103.53,South,Bank Transfer,Completed,Returning,Marketplace,pcs
35913,536748,3.0,60.8,Spain,2026-03-03,23068,Coffee,Beauty,Coffee,182.4,182.4,29.6,132.67,69.87,West,UPI,Completed,VIP,Marketplace,pcs
90757,536749,9.0,42.01,Belgium,2026-05-13,61006,Tea,Office,Tea,378.09,378.09,24.75,166.71,84.2,West,Card,Completed,Returning,Marketplace,pcs
12014,536750,9.0,244.69,United Kingdom,2025-07-24,85958,Desk,Home,Desk,2202.21,2202.21,27.97,831.56,1132.17,East,Cash,Cancelled,New,Online,pcs
73207,536751,5.0,168.12,Belgium,2025-09-15,63002,Desk,Beauty,Desk,840.6,840.6,22.05,387.81,445.47,North,Cash,Completed,Returning,Online,pcs
50613,536752,1.0,99.52,Netherlands,2025-03-09,78020,Laptop Bag,Home,Laptop Bag,99.52,99.52,13.24,40.33,58.18,South,Card,Completed,Returning,Store,pcs
46876,536753,5.0,75.17,Germany,2025-03-18,93709,Webcam,Electronics,Webcam,375.85,375.85,13.44,270.21,181.57,South,Card,Pending,New,Online,pcs
11399,536754,8.0,135.85,United Kingdom,2026-03-27,31048,Chair,Electronics,Chair,1086.8,1086.8,5.9,838.59,598.36,North,Card,Cancelled,Returning,Store,pcs
94442,536755,6.0,84.56,Australia,2026-01-04,84831,Keyboard,Office,Keyboard,507.36,507.36,0.64,307.81,303.43,East,Cash,Completed,Returning,Marketplace,pcs
11627,536756,9.0,3.4,France,2025-03-26,64453,Coffee,Home,Coffee,30.6,30.6,1.48,16.52,16.49,South,Cash,Completed,Returning,Marketplace,pcs
76159,536757,1.0,46.89,Portugal,2025-12-01,90256,USB Cable,Home,USB Cable,46.89,46.89,25.16,32.11,16.45,South,UPI,Completed,Returning,Marketplace,pcs
78747,536758,9.0,156.95,France,2026-03-08,68183,Desk,Furniture,Desk,1412.55,1412.55,14.82,881.66,911.44,South,Card,Completed,Returning,Online,pcs
77121,536759,6.0,26.34,Spain,2025-01-08,84924,Webcam,Beauty,Webcam,158.04,158.04,29.68,69.46,49.72,North,Cash,Completed,Returning,Marketplace,pcs
83932,536760,4.0,178.8,Netherlands,2025-07-18,20554,Coffee,Office,Coffee,715.2,715.2,20.97,456.2,355.88,West,Cash,Completed,Returning,Online,pcs
69981,536761,5.0,210.13,Portugal,2025-09-16,99203,Monitor,Beauty,Monitor,1050.65,1050.65,27.41,662.22,423.52,West,Bank Transfer,Completed,New,Online,pcs
37217,536762,5.0,26.07,Netherlands,2026-01-14,37682,Laptop Bag,Beauty,Laptop Bag,130.35,130.35,11.35,75.33,66.89,West,Bank Transfer,Completed,Returning,Store,pcs
40247,536763,9.0,100.02,Belgium,2025-08-07,23322,Desk,Office,Desk,900.18,900.18,2.54,676.19,342.62,East,Bank Transfer,Completed,Returning,Marketplace,pcs
61140,536764,8.0,126.52,Belgium,2025-03-22,54654,Desk,Furniture,Desk,1012.16,1012.16,27.26,509.11,415.12,South,Cash,Completed,Returning,Store,pcs
97165,536765,7.0,182.88,Belgium,2025-05-09,12539,Desk,Electronics,Desk,1280.16,1280.16,28.74,567.29,331.55,North,Cash,Completed,New,Online,pcs
22971,536766,1.0,141.66,Norway,2026-01-19,99111,Tea,Office,Tea,141.66,141.66,14.07,62.38,89.09,West,Cash,Completed,Returning,Online,pcs
78918,536767,4.0,192.0,France,2025-09-23,96129,Coffee,Furniture,Coffee,768.0,768.0,29.96,523.2,317.41,South,Card,Completed,New,Store,pcs
87975,536768,3.0,198.8,Spain,2025-07-06,67662,USB Cable,Grocery,USB Cable,596.4,596.4,28.21,468.22,326.47,North,UPI,Returned,Returning,Online,pcs
74388,536769,6.0,245.43,Netherlands,2025-04-12,69014,Laptop Bag,Home,Laptop Bag,1472.58,1472.58,12.99,801.65,637.55,South,Cash,Completed,New,Online,pcs
86212,536770,9.0,138.18,Portugal,2025-11-19,57162,Tea,Furniture,Tea,1243.62,1243.62,16.26,674.18,659.15,South,Bank Transfer,Completed,Returning,Online,pcs
89963,536771,1.0,184.49,United Kingdom,2025-05-06,44200,Tea,Home,Tea,184.49,184.49,21.99,108.78,54.24,South,UPI,Pending,Returning,Store,pcs
74165,536772,6.0,44.15,Australia,2025-01-24,17615,USB Cable,Home,USB Cable,264.9,264.9,24.82,184.35,106.43,East,UPI,Completed,New,Store,pcs
99025,536773,5.0,107.69,Belgium,2025-07-03,32706,Desk,Electronics,Desk,538.45,538.45,3.78,359.72,265.77,South,Bank Transfer,Completed,Returning,Online,pcs
37644,536774,6.0,,Germany,2025-03-01,26733,Monitor,Grocery,Monitor,262.74,262.74,9.06,152.85,77.68,East,UPI,Completed,Returning,Online,pcs
85117,536775,1.0,45.8,Germany,2025-03-12,82388,Monitor,Electronics,Monitor,45.8,45.8,4.9,21.87,22.07,West,Cash,Completed,New,Store,pcs
,536776,6.0,43.76,Portugal,2025-04-25,36429,Tea,Furniture,Tea,262.56,262.56,12.84,198.43,142.17,South,Bank Transfer,Completed,Returning,Marketplace,pcs
16783,536777,7.0,235.06,Norway,2026-04-30,85877,Keyboard,Beauty,Keyboard,1645.42,1645.42,20.64,766.7,1052.63,West,Bank Transfer,Completed,New,Marketplace,pcs
67947,536778,1.0,144.56,Portugal,2025-12-22,99368,Keyboard,Office,Keyboard,144.56,144.56,5.72,113.84,59.22,West,Card,Pending,New,Marketplace,pcs
37102,536779,9.0,54.39,Spain,2026-01-06,21401,Coffee,Office,Coffee,489.51,489.51,26.42,245.03,167.97,East,Bank Transfer,Completed,New,Online,pcs
96226,536780,9.0,224.99,Germany,2025-02-05,93209,Chair,Home,Chair,2024.91,2024.91,3.65,767.19,707.34,North,Cash,Completed,Returning,Online,pcs
97568,536781,5.0,210.13,France,2025-01-14,60921,Tea,Furniture,Tea,1050.65,1050.65,11.93,627.39,245.4,West,Card,Completed,New,Online,pcs
20145,536782,8.0,240.72,Norway,2025-04-29,36972,Keyboard,Furniture,Keyboard,1925.76,1925.76,1.25,976.47,883.45,East,Bank Transfer,Completed,New,Store,pcs
19003,536783,2.0,80.98,Spain,2025-09-27,22256,Coffee,Electronics,Coffee,161.96,161.96,27.6,95.87,97.92,North,UPI,Pending,New,Online,pcs
94071,536784,3.0,139.46,Australia,,58748,Chair,Beauty,Chair,418.38,418.38,14.01,190.13,205.07,North,UPI,Pending,New,Marketplace,pcs
17447,536785,6.0,114.1,Belgium,2026-01-02,65536,USB Cable,Beauty,USB Cable,684.6,684.6,26.36,463.34,370.16,North,UPI,Completed,New,Store,pcs
44475,536786,7.0,137.38,,2025-02-12,75884,Laptop Bag,Grocery,Laptop Bag,961.66,961.66,3.34,449.84,431.28,East,Bank Transfer,Returned,Returning,Marketplace,pcs
46920,536787,4.0,249.11,Germany,2026-01-28,34522,Mouse,Grocery,Mouse,996.44,996.44,26.21,791.93,280.24,South,Bank Transfer,Completed,Returning,Store,pcs
71763,536788,4.0,248.93,United Kingdom,2025-09-14,50703,Laptop Bag,Office,Laptop Bag,995.72,995.72,3.89,610.34,314.98,South,Bank Transfer,Completed,Returning,Marketplace,pcs
56254,536789,5.0,175.83,United Kingdom,2025-10-03,68409,Laptop Bag,Office,Laptop Bag,879.15,879.15,12.75,535.01,479.57,East,UPI,Completed,Returning,Online,pcs
19139,536790,9.0,117.52,United Kingdom,2025-11-27,27152,Coffee,Office,Coffee,1057.68,1057.68,16.14,510.68,644.53,South,Cash,Completed,Returning,Online,pcs
17209,536791,2.0,159.95,Spain,2026-04-05,23504,Tea,Office,Tea,319.9,319.9,12.62,118.23,85.14,East,Bank Transfer,Completed,Returning,Marketplace,pcs
46347,536792,9.0,248.46,Spain,2025-12-06,23888,Mouse,Beauty,Mouse,2236.14,2236.14,25.67,907.58,937.46,South,UPI,Completed,New,Marketplace,pcs
11762,536793,9.0,36.75,Netherlands,2026-01-09,97647,,Electronics,Monitor,330.75,330.75,4.22,178.54,189.7,West,UPI,Completed,VIP,Store,pcs
,536794,4.0,136.3,United Kingdom,2026-01-24,53946,USB Cable,Electronics,USB Cable,545.2,545.2,8.28,277.94,116.95,North,Cash,Completed,Returning,Online,pcs
29771,536795,7.0,24.61,Portugal,2025-06-26,29275,Keyboard,Beauty,Keyboard,172.27,172.27,29.69,77.86,49.11,North,Cash,Pending,Returning,Online,pcs
99672,536796,3.0,153.77,Spain,2025-04-22,81277,Webcam,Home,Webcam,461.31,461.31,4.01,232.91,149.73,South,Card,Completed,VIP,Marketplace,pcs
36442,536797,3.0,223.64,Australia,2025-03-31,20561,Monitor,Electronics,Monitor,670.92,670.92,24.06,415.75,385.59,North,Bank Transfer,Cancelled,Returning,Marketplace,pcs
14030,536798,1.0,56.51,United Kingdom,2026-02-24,52645,Keyboard,Grocery,Keyboard,56.51,56.51,7.45,32.73,15.09,East,UPI,Completed,Returning,Store,pcs
23700,536799,8.0,177.91,Portugal,2025-11-24,96983,Monitor,Furniture,Monitor,1423.28,1423.28,10.33,910.89,350.18,East,Bank Transfer,Completed,Returning,Online,pcs
31391,536800,3.0,82.16,Netherlands,2025-09-12,41240,Monitor,Beauty,Monitor,246.48,246.48,9.34,105.65,61.38,South,Card,Returned,New,Online,pcs
21155,536801,7.0,135.24,Spain,2026-03-23,21768,Keyboard,Electronics,Keyboard,946.68,946.68,12.97,458.84,264.13,East,UPI,Completed,New,Online,pcs
95665,536802,3.0,237.28,Germany,2026-01-28,68573,Keyboard,Office,Keyboard,711.84,711.84,21.99,394.93,339.0,East,Cash,Completed,New,Online,pcs
56864,536803,6.0,8.27,Germany,2025-01-14,76880,Laptop Bag,Home,Laptop Bag,49.62,49.62,25.97,19.02,29.59,South,Cash,Completed,Returning,Marketplace,pcs
88853,536804,3.0,1.73,Spain,2025-07-07,44067,Tea,Beauty,Tea,5.19,5.19,11.79,3.1,2.61,North,Bank Transfer,Completed,New,Store,pcs
74356,536805,4.0,216.21,France,2025-07-27,11471,Desk,Electronics,Desk,864.84,864.84,13.1,525.21,490.22,East,Bank Transfer,Completed,New,Store,pcs
,536806,1.0,164.98,Netherlands,2025-11-01,11191,Keyboard,Office,Keyboard,164.98,164.98,5.88,87.61,70.2,West,Cash,Cancelled,New,Marketplace,pcs
63168,536807,9.0,27.99,Belgium,2025-10-20,60919,Desk,Home,Desk,251.91,251.91,6.95,95.9,64.35,South,Card,Pending,Returning,Store,pcs
95921,,6.0,122.03,Belgium,2025-03-25,81015,Coffee,Furniture,Coffee,732.18,732.18,6.94,273.16,214.79,West,UPI,Completed,New,Online,pcs
43931,536809,2.0,249.93,Australia,2026-04-10,13539,Keyboard,Office,Keyboard,499.86,499.86,16.04,246.72,209.42,West,UPI,Completed,Returning,Store,pcs
62253,536810,2.0,77.79,Norway,2025-01-29,88344,Coffee,Beauty,Coffee,155.58,155.58,16.22,79.01,90.23,East,Bank Transfer,Completed,Returning,Online,pcs
64089,536811,3.0,17.32,Germany,2025-04-03,14356,Mouse,Furniture,Mouse,51.96,51.96,16.48,35.67,19.88,North,UPI,Completed,New,Store,pcs
88291,536812,4.0,135.34,Portugal,2026-02-10,93711,Monitor,Beauty,Monitor,541.36,541.36,28.35,311.02,326.3,East,Card,Completed,Returning,Marketplace,pcs
26939,536813,3.0,81.67,Norway,2025-12-21,71834,Laptop Bag,furniture,Laptop Bag,245.01,245.01,25.53,149.15,49.96,East,Bank Transfer,Completed,New,Store,pcs
91991,536814,4.0,141.8,Netherlands,2026-01-05,73421,Keyboard,Beauty,Keyboard,567.2,567.2,12.58,452.33,326.65,West,UPI,Completed,New,Marketplace,pcs
40959,536815,9.0,99.4,Norway,2026-04-07,43332,Webcam,Beauty,Webcam,894.6,894.6,4.04,385.18,556.19,South,UPI,Completed,Returning,Marketplace,pcs
85362,536816,5.0,86.32,Australia,2025-04-22,87730,Tea,Grocery,Tea,431.6,431.6,6.3,270.65,249.29,East,Bank Transfer,Completed,Returning,Online,pcs
15847,536817,1.0,11.04,Spain,2025-08-22,49198,USB Cable,Grocery,USB Cable,11.04,11.04,1.51,4.33,3.68,East,Cash,Completed,Returning,Store,pcs
55856,536818,9.0,54.14,Belgium,2025-10-29,77205,Laptop Bag,Furniture,Laptop Bag,487.26,487.26,3.97,364.16,181.05,West,Bank Transfer,Completed,Returning,Store,pcs
97824,536819,3.0,139.68,Portugal,2025-07-03,79296,Mouse,Beauty,Mouse,419.04,419.04,4.39,177.45,230.82,East,UPI,Completed,VIP,Online,pcs
18544,536820,8.0,6.52,United Kingdom,2025-11-17,74101,Mouse,Beauty,Mouse,52.16,52.16,5.08,19.84,23.76,West,Card,Completed,New,Store,pcs
12115,536821,-3.0,184.8,Netherlands,2025-03-30,38984,Chair,Furniture,Chair,1663.2,1663.2,21.77,652.87,607.24,South,Cash,Completed,Returning,Store,pcs
16216,536822,-2.0,225.16,Norway,2025-04-10,92334,Tea,Beauty,Tea,1801.28,1801.28,14.75,1417.51,503.52,South,Card,Completed,Returning,Store,pcs
28118,536823,8.0,242.71,Spain,2025-07-29,99974,USB Cable,Furniture,USB Cable,1941.68,1941.68,21.89,689.9,1033.43,South,UPI,Completed,Returning,Marketplace,pcs
70635,536824,3.0,29.96,Spain,2025-04-12,87516,Keyboard,Office,Keyboard,89.88,89.88,3.15,57.34,44.15,West,Card,Completed,Returning,Online,pcs
59522,536825,7.0,20.81,Portugal,2025-12-09,33455,Coffee,Furniture,Coffee,145.67,145.67,10.69,94.88,48.66,South,Card,Returned,Returning,Store,pcs
55846,536826,7.0,197.08,,2026-04-11,51170,Coffee,Beauty,Coffee,1379.56,1379.56,25.4,609.04,680.52,South,Bank Transfer,Completed,Returning,Marketplace,pcs
20146,536827,8.0,35.28,France,2025-08-27,36876,USB Cable,Home,USB Cable,282.24,282.24,20.96,108.48,136.68,North,UPI,Completed,Returning,Online,pcs
31530,536828,9.0,245.96,Portugal,2025-11-07,22111,Tea,Electronics,Tea,2213.64,2213.64,20.99,1357.51,858.93,East,Bank Transfer,Cancelled,Returning,Store,pcs
22912,536829,4.0,58.31,United Kingdom,2025-07-27,66711,USB Cable,Beauty,USB Cable,233.24,233.24,9.47,98.59,59.86,North,UPI,Completed,New,Online,pcs
14296,536830,5.0,187.11,Portugal,2025-09-25,64356,Keyboard,Home,Keyboard,935.55,935.55,6.33,376.91,417.89,South,UPI,Completed,New,Store,pcs
97797,536831,4.0,106.28,Australia,2026-05-01,99771,USB Cable,Furniture,USB Cable,425.12,425.12,19.96,272.91,92.28,East,Card,Completed,Returning,Store,pcs
28485,536832,4.0,118.04,Norway,2025-04-11,91154,Keyboard,Electronics,Keyboard,472.16,472.16,15.23,190.21,202.24,North,Bank Transfer,Completed,New,Online,pcs
41503,536833,8.0,174.38,United Kingdom,2025-03-16,86330,Desk,Furniture,Desk,1395.04,1395.04,3.43,736.8,818.0,East,Bank Transfer,Completed,VIP,Store,pcs
55291,536834,6.0,111.12,Spain,2026-02-27,15914,Mouse,Grocery,Mouse,666.72,666.72,5.28,358.03,357.64,North,Bank Transfer,Pending,Returning,Online,pcs
91579,536835,9.0,14.15,France,2025-03-01,68044,Laptop Bag,Home,Laptop Bag,127.35,127.35,16.56,74.87,32.91,South,Cash,Completed,Returning,Marketplace,pcs
29317,536836,6.0,7.37,Australia,2025-04-11,44156,Mouse,Office,Mouse,44.22,44.22,11.69,34.08,23.5,South,UPI,Returned,Returning,Store,pcs
96433,536837,2.0,198.53,Netherlands,2025-10-01,88279,Desk,Furniture,Desk,397.06,397.06,27.77,225.52,223.38,West,Card,Completed,New,Marketplace,pcs
63543,536838,1.0,65.74,Spain,2026-01-13,91787,Tea,Home,Tea,65.74,65.74,17.13,35.77,22.27,West,UPI,Completed,Returning,Store,pcs
12244,536839,2.0,9.0,Spain,2025-06-14,28890,Coffee,Electronics,Coffee,18.0,18.0,26.27,13.45,8.77,North,Bank Transfer,Completed,New,Online,pcs
67872,536840,1.0,152.23,Norway,2025-10-09,16019,Desk,Electronics,Desk,152.23,152.23,8.82,62.99,96.25,East,Cash,Returned,New,Store,pcs
25042,536841,5.0,21.11,United Kingdom,2026-02-08,94537,Webcam,Furniture,Webcam,105.55,105.55,28.35,52.92,45.98,North,Bank Transfer,Completed,VIP,Online,pcs
20850,536842,5.0,37.35,Germany,2025-03-01,20740,Keyboard,Grocery,Keyboard,186.75,186.75,15.23,112.7,45.49,North,Bank Transfer,Completed,New,Store,pcs
47613,536843,2.0,24.26,Australia,2025-10-04,68548,Mouse,Electronics,Mouse,48.52,48.52,13.13,23.6,20.03,East,Cash,Returned,New,Store,pcs
87123,536844,5.0,207.69,Norway,2025-08-20,39526,USB Cable,Grocery,USB Cable,1038.45,1038.45,16.62,670.21,550.54,South,Card,Completed,New,Marketplace,pcs
32909,536845,1.0,212.12,Norway,2025-06-12,92146,USB Cable,Home,USB Cable,212.12,212.12,23.78,105.06,112.86,South,UPI,Completed,VIP,Marketplace,pcs
87309,536846,5.0,17.89,Spain,2025-01-08,24559,Keyboard,Electronics,Keyboard,89.45,89.45,1.63,44.24,32.26,East,Bank Transfer,Completed,VIP,Store,pcs
98729,536847,7.0,146.33,Belgium,2025-12-03,87075,Tea,Furniture,Tea,1024.31,1024.31,11.94,698.21,612.7,East,Cash,Completed,Returning,Store,pcs
91837,536848,7.0,112.99,Germany,2026-01-27,72163,Laptop Bag,Beauty,Laptop Bag,790.93,790.93,8.43,377.45,250.61,South,UPI,Completed,Returning,Online,pcs
61871,536849,4.0,119.14,Spain,2025-09-23,96717,USB Cable,Grocery,USB Cable,476.56,476.56,17.32,232.6,133.27,East,UPI,Completed,Returning,Marketplace,pcs
96077,536850,7.0,32.34,Belgium,2025-02-19,94854,Mouse,Electronics,Mouse,226.38,226.38,15.85,135.09,85.11,North,Card,Completed,Returning,Store,pcs
56122,536851,5.0,41.65,Germany,2025-05-06,42187,Mouse,Beauty,Mouse,208.25,208.25,22.42,141.26,127.86,South,Card,Completed,Returning,Store,pcs
65139,536852,5.0,58.89,Portugal,2025-06-16,94430,Keyboard,Beauty,Keyboard,294.45,294.45,18.5,109.97,154.4,East,Card,Cancelled,Returning,Marketplace,pcs
10446,536853,5.0,110.63,Germany,2026-04-10,90063,Tea,Grocery,Tea,553.15,553.15,27.59,385.23,179.06,West,UPI,Completed,New,Online,pcs
28140,536854,3.0,234.93,Portugal,2025-09-13,68830,Tea,Beauty,Tea,704.79,704.79,18.54,338.24,326.09,East,Bank Transfer,Completed,Returning,Online,pcs
27373,536855,4.0,30.47,Germany,2025-01-15,83284,Coffee,Beauty,Coffee,121.88,121.88,13.75,96.45,27.92,East,UPI,Cancelled,Returning,Online,pcs
84587,536856,8.0,236.11,Australia,2025-12-17,29298,Coffee,Office,Coffee,1888.88,1888.88,27.71,1292.72,1066.27,West,UPI,Completed,New,Online,pcs
91921,536857,8.0,240.04,Australia,2025-01-22,25056,Tea,Home,Tea,1920.32,1920.32,17.57,1249.84,675.66,East,Bank Transfer,Completed,Returning,Online,pcs
95641,536858,5.0,203.94,Spain,not-a-date,30445,Coffee,Home,Coffee,1019.7,1019.7,23.69,366.98,508.27,South,Bank Transfer,Pending,Returning,Store,pcs
37696,536859,,152.52,Netherlands,2026-02-06,19765,Mouse,Electronics,Mouse,1372.68,1372.68,8.84,623.29,565.13,North,Cash,Cancelled,Returning,Store,pcs
35380,536860,4.0,215.15,Norway,2025-08-17,41131,Chair,Grocery,Chair,860.6,860.6,28.11,545.66,444.59,South,Cash,Returned,Returning,Store,pcs
70991,536861,4.0,213.88,Norway,2026-02-28,65068,USB Cable,Office,USB Cable,855.52,855.52,25.99,377.17,497.28,North,Cash,Cancelled,New,Online,pcs
78857,536862,2.0,122.51,Netherlands,2026-03-31,34001,USB Cable,Grocery,USB Cable,245.02,245.02,3.45,128.08,55.54,North,Card,Completed,Returning,Marketplace,pcs
81766,536863,2.0,117.95,Germany,2025-02-14,58282,USB Cable,Grocery,USB Cable,235.9,235.9,25.57,144.35,138.38,West,UPI,Completed,Returning,Store,pcs
32899,536864,4.0,95.94,Belgium,2025-04-16,10286,Tea,Electronics,Tea,383.76,383.76,3.62,286.4,225.3,West,Bank Transfer,Pending,Returning,Store,pcs
44764,536865,4.0,7.02,Spain,2025-02-18,86979,USB Cable,Furniture,USB Cable,28.08,28.08,1.22,17.58,12.56,East,UPI,Completed,Returning,Marketplace,pcs
96097,536866,1.0,9.13,Australia,2025-12-27,82015,USB Cable,Grocery,USB Cable,9.13,9.13,8.5,3.2,5.77,West,Cash,Completed,Returning,Store,pcs
55751,536867,4.0,163.18,Australia,2026-01-09,29940,Coffee,Beauty,Coffee,652.72,652.72,2.78,252.61,204.65,North,UPI,Completed,Returning,Marketplace,pcs
76930,536868,2.0,247.18,Netherlands,2025-07-30,26375,Webcam,Grocery,Webcam,494.36,494.36,13.67,215.25,159.67,East,Card,Returned,New,Online,pcs
70554,536869,7.0,90.08,Netherlands,2026-02-26,50802,USB Cable,Office,USB Cable,630.56,630.56,19.07,451.47,160.15,East,Card,Completed,Returning,Online,pcs
18922,536870,2.0,45.45,Belgium,2025-02-23,25486,Keyboard,Office,Keyboard,90.9,90.9,3.4,71.74,42.61,West,Cash,Completed,Returning,Online,pcs
70610,536871,1.0,180.67,Netherlands,2025-10-20,96487,Keyboard,Home,Keyboard,180.67,180.67,21.13,143.63,107.58,West,Bank Transfer,Completed,Returning,Online,pcs
66571,536872,8.0,106.51,Australia,2025-02-25,24800,Laptop Bag,Office,Laptop Bag,852.08,852.08,6.88,541.15,400.15,West,Bank Transfer,Completed,New,Marketplace,pcs
53517,536873,6.0,232.08,Belgium,2025-06-05,82334,Chair,Office,Chair,1392.48,1392.48,9.46,1093.28,672.65,East,Cash,Completed,Returning,Online,pcs
87262,536874,4.0,191.15,Netherlands,2025-11-13,68890,Monitor,Beauty,Monitor,764.6,764.6,24.46,521.0,356.83,North,Card,Cancelled,Returning,Online,pcs
45487,536875,6.0,59.55,Portugal,2025-08-22,63944,Keyboard,Electronics,Keyboard,357.3,357.3,13.26,196.44,139.8,East,Card,Completed,Returning,Store,pcs
,536876,1.0,240.15,Belgium,2025-10-17,48237,Monitor,Grocery,Monitor,240.15,240.15,10.12,165.29,51.15,North,Bank Transfer,Completed,New,Online,pcs
80670,536877,9.0,100.0,Portugal,2025-10-02,47635,Desk,Office,Desk,900.0,900.0,26.65,364.15,425.11,South,Bank Transfer,Completed,New,Marketplace,pcs
92053,536878,1.0,184.36,Portugal,2026-01-31,51293,USB Cable,Home,USB Cable,184.36,184.36,6.43,113.7,99.69,South,Bank Transfer,Completed,VIP,Marketplace,pcs
32390,536879,5.0,70.14,United Kingdom,2025-01-08,14508,Mouse,Furniture,Mouse,350.7,350.7,24.37,262.93,197.53,North,Card,Cancelled,Returning,Store,pcs
68564,536880,9.0,21.81,,2025-07-11,70254,Laptop Bag,Furniture,Laptop Bag,196.29,196.29,1.24,78.08,78.49,South,Bank Transfer,Completed,New,Online,pcs
37625,536881,2.0,207.11,France,2026-01-03,23336,Mouse,Grocery,Mouse,414.22,414.22,0.8,270.36,113.94,South,UPI,Completed,Returning,Online,pcs
37869,536882,3.0,173.64,France,2025-12-27,78435,Desk,Beauty,Desk,520.92,520.92,12.64,218.37,208.33,East,Card,Completed,Returning,Online,pcs
70609,536883,4.0,177.34,Norway,2025-08-30,17631,USB Cable,Office,USB Cable,709.36,709.36,22.0,512.88,388.25,West,Cash,Completed,Returning,Store,pcs
65134,536884,9.0,234.18,Portugal,2025-01-18,33635,USB Cable,Grocery,USB Cable,2107.62,2107.62,18.29,1499.74,1350.55,South,Bank Transfer,Completed,Returning,Marketplace,pcs
68257,536885,2.0,56.59,Netherlands,2025-05-05,64899,Monitor,Furniture,Monitor,113.18,113.18,25.04,49.02,72.17,West,Bank Transfer,Completed,Returning,Marketplace,pcs
21494,536886,1.0,247.63,Germany,2026-03-30,94671,Desk,Furniture,Desk,247.63,247.63,3.82,146.09,71.25,South,Cash,Cancelled,Returning,Store,pcs
54903,536887,6.0,61.77,United Kingdom,2025-06-17,49853,Webcam,Beauty,Webcam,370.62,370.62,21.85,280.46,123.01,South,UPI,Completed,Returning,Online,pcs
52700,536888,7.0,34.11,Belgium,2026-01-30,22171,Monitor,Office,Monitor,238.77,238.77,16.56,171.71,87.95,South,Cash,Completed,Returning,Marketplace,pcs
46539,536889,8.0,208.83,Norway,2025-07-03,67849,Tea,grocery,Tea,1670.64,1670.64,4.15,623.76,1085.49,North,UPI,Returned,New,Marketplace,pcs
34216,536890,1.0,91.72,Australia,2025-07-16,26556,Monitor,Grocery,Monitor,91.72,91.72,0.01,47.91,31.47,North,Bank Transfer,Completed,Returning,Marketplace,pcs
93339,536891,3.0,59.14,Germany,2025-11-28,86314,Coffee,Home,Coffee,177.42,177.42,12.62,89.19,88.28,East,Card,Completed,New,Store,pcs
26465,536892,8.0,123.8,Spain,2025-12-27,84246,Keyboard,Furniture,Keyboard,990.4,990.4,9.68,490.41,377.73,North,Cash,Completed,New,Marketplace,pcs
61069,536893,4.0,145.23,Germany,2025-01-09,59243,Keyboard,Electronics,Keyboard,580.92,580.92,20.11,310.51,230.85,East,Card,Completed,New,Store,pcs
57062,536894,8.0,142.57,United Kingdom,2025-10-07,58865,Laptop Bag,Furniture,Laptop Bag,1140.56,1140.56,17.59,713.36,561.08,North,Bank Transfer,Completed,Returning,Online,pcs
62674,536895,4.0,50.1,United Kingdom,2025-08-26,68142,Webcam,Electronics,Webcam,200.4,200.4,20.48,143.76,79.35,North,Bank Transfer,Cancelled,New,Marketplace,pcs
96129,536896,1.0,110.25,Netherlands,2025-05-13,39034,Monitor,Furniture,Monitor,110.25,110.25,24.7,82.19,69.98,North,Card,Returned,Returning,Online,pcs
34260,536897,2.0,8.61,Germany,2025-12-28,68736,Webcam,Beauty,Webcam,17.22,17.22,16.18,11.01,5.3,West,UPI,Pending,Returning,Store,pcs
61034,536898,5.0,105.97,Spain,2025-04-15,55975,Chair,Furniture,Chair,529.85,529.85,1.01,327.53,298.66,South,Card,Returned,Returning,Marketplace,pcs
13061,536899,6.0,70.79,Australia ,2025-10-20,16707,Tea,Office,Tea,424.74,424.74,9.88,268.61,188.71,North,Cash,Completed,New,Marketplace,pcs
21508,536900,8.0,63.31,United Kingdom,2025-03-04,42789,Mouse,Grocery,Mouse,506.48,506.48,9.49,190.72,186.42,East,UPI,Completed,Returning,Store,pcs
80103,536901,2.0,57.25,Spain,2025-10-13,43518,USB Cable,Beauty,USB Cable,114.5,114.5,7.73,84.68,33.7,North,UPI,Completed,Returning,Store,pcs
61912,536902,9.0,11.34,Norway,2025-07-09,97043,Desk,Grocery,Desk,102.06,102.06,8.28,64.55,21.55,East,Card,Completed,New,Store,pcs
48911,536903,3.0,27.31,Portugal,2026-04-28,10981,Laptop Bag,Furniture,Laptop Bag,81.93,81.93,26.71,32.97,31.39,North,Card,Pending,New,Online,pcs
